sent_id, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
227, -80.43739938735962, -4.731611728668213, -28.447288464742147, -1, -1, -1, -1
228, -56.162309646606445, -4.680192470550537, -24.412194576942014, -1, -1, -1, -1
229, -41.6228346824646, -3.7838940620422363, -18.991386321995456, -1, -1, -1, -1
230, -31.94230556488037, -2.6618587970733643, -13.884432167990708, -1, -1, -1, -1
231, -101.63827419281006, -3.6299383640289307, -25.987657269720412, -1, -1, -1, -1
232, -47.33226299285889, -3.9443552494049072, -20.57401878981453, -1, -1, -1, -1
233, -63.089298248291016, -3.5049610137939453, -21.532498627363694, -1, -1, -1, -1
234, -62.00755739212036, -4.769812107086182, -25.748244244449737, -1, -1, -1, -1
235, -53.57966065406799, -3.571977376937866, -20.450171876894554, -1, -1, -1, -1
236, -123.6288058757782, -3.5322515964508057, -27.10145962696034, -1, -1, -1, -1
237, -34.08156967163086, -4.260196208953857, -18.36055931950303, -1, -1, -1, -1
238, -42.50856423377991, -3.864414930343628, -19.395521028681433, -1, -1, -1, -1
239, -51.335665702819824, -4.666878700256348, -23.423091360709197, -1, -1, -1, -1
240, -55.25139141082764, -3.9465279579162598, -21.97158254818329, -1, -1, -1, -1
241, -29.986045360565186, -5.997209072113037, -19.926920765087118, -1, -1, -1, -1
242, -91.09276580810547, -5.693297863006592, -33.43716536951001, -1, -1, -1, -1
243, -39.149343967437744, -5.592763423919678, -22.485393507304416, -1, -1, -1, -1
244, -45.090179443359375, -3.006011962890625, -17.20992459303131, -1, -1, -1, -1
245, -34.815826416015625, -4.351978302001953, -18.756121045119304, -1, -1, -1, -1
246, -51.34127426147461, -4.278439521789551, -22.31662452961451, -1, -1, -1, -1
247, -40.651084899902344, -5.081385612487793, -21.899714798878144, -1, -1, -1, -1
248, -48.58890724182129, -4.049075603485107, -21.120247107572453, -1, -1, -1, -1
249, -110.56795811653137, -3.5667083263397217, -26.36988823761621, -1, -1, -1, -1
250, -26.943769454956055, -4.490628242492676, -16.590718935142228, -1, -1, -1, -1
251, -60.79439735412598, -5.066199779510498, -26.425634321941192, -1, -1, -1, -1
252, -68.75074410438538, -3.2738449573516846, -21.2725584153928, -1, -1, -1, -1
253, -96.98958683013916, -5.705269813537598, -34.30109346706084, -1, -1, -1, -1
254, -32.63037872314453, -5.438396453857422, -20.092268197587238, -1, -1, -1, -1
255, -86.06661605834961, -6.147615432739258, -34.22574004169318, -1, -1, -1, -1
256, -30.858526706695557, -4.408360958099365, -17.72356943280663, -1, -1, -1, -1
257, -47.17989778518677, -5.242210865020752, -23.95386333458028, -1, -1, -1, -1
258, -31.518447875976562, -5.253074645996094, -19.40759294487181, -1, -1, -1, -1
259, -45.74318218231201, -3.811931848526001, -19.8832895411484, -1, -1, -1, -1
260, -48.16677474975586, -6.020846843719482, -25.948597248975084, -1, -1, -1, -1
261, -36.25967788696289, -4.532459735870361, -19.533958475621972, -1, -1, -1, -1
262, -44.78984451293945, -5.598730564117432, -24.12936390590224, -1, -1, -1, -1
263, -30.21074151992798, -4.315820217132568, -17.351514543590948, -1, -1, -1, -1
264, -61.8663010597229, -3.437016725540161, -21.115087338677725, -1, -1, -1, -1
265, -40.66072654724121, -6.776787757873535, -25.036982556272218, -1, -1, -1, -1
266, -34.024452209472656, -4.253056526184082, -18.329788772188476, -1, -1, -1, -1
267, -34.51341247558594, -4.314176559448242, -18.59320339942983, -1, -1, -1, -1
268, -85.27999830245972, -4.4884209632873535, -28.131908097698645, -1, -1, -1, -1
269, -39.98159408569336, -4.99769926071167, -21.539044033811287, -1, -1, -1, -1
270, -52.5905442237854, -3.5060362815856934, -20.07264800386861, -1, -1, -1, -1
271, -92.85292911529541, -4.886996269226074, -30.63004362651677, -1, -1, -1, -1
272, -65.0024471282959, -5.416870594024658, -28.2547565664303, -1, -1, -1, -1
273, -113.23314666748047, -5.146961212158203, -33.99410137415771, -1, -1, -1, -1
274, -108.71095848083496, -4.941407203674316, -32.636480145973685, -1, -1, -1, -1
275, -28.90290641784668, -3.612863302230835, -15.570689170242233, -1, -1, -1, -1
276, -66.3717052936554, -3.9042179584503174, -23.472850449739607, -1, -1, -1, -1
277, -47.42083668708801, -3.161389112472534, -18.09948493437254, -1, -1, -1, -1
278, -45.934486389160156, -2.8709053993225098, -16.861042739589188, -1, -1, -1, -1
279, -98.35566544532776, -2.9804747104644775, -22.464331747849883, -1, -1, -1, -1
280, -66.90047955513, -3.521077871322632, -22.068928001873577, -1, -1, -1, -1
281, -38.50900650024414, -4.813625812530518, -20.745725768945398, -1, -1, -1, -1
282, -98.6081109046936, -4.287309169769287, -28.754592285705733, -1, -1, -1, -1
283, -28.57064390182495, -4.0815205574035645, -16.409525825616196, -1, -1, -1, -1
284, -36.302292585372925, -2.7924840450286865, -15.074296350858011, -1, -1, -1, -1
285, -52.65394926071167, -4.786722660064697, -24.024588892553325, -1, -1, -1, -1
286, -30.54884672164917, -4.364120960235596, -17.545704988107484, -1, -1, -1, -1
287, -36.90229654312134, -7.380459308624268, -24.523044983837345, -1, -1, -1, -1
288, -34.76309823989868, -3.1602816581726074, -15.861472037163615, -1, -1, -1, -1
289, -45.132164478302, -3.2237260341644287, -17.947513213556263, -1, -1, -1, -1
290, -37.3797025680542, -4.1533002853393555, -18.978173519561075, -1, -1, -1, -1
291, -49.00618553161621, -4.900618553161621, -23.54501074330061, -1, -1, -1, -1
292, -50.10997772216797, -3.131873607635498, -18.393728600669004, -1, -1, -1, -1
293, -48.54621124267578, -3.4675865173339844, -19.30516246711147, -1, -1, -1, -1
294, -80.39727401733398, -3.349886417388916, -22.79522722353762, -1, -1, -1, -1
295, -26.78228187561035, -3.347785234451294, -14.42825784805657, -1, -1, -1, -1
296, -44.79643249511719, -6.3994903564453125, -25.72879415843842, -1, -1, -1, -1
297, -46.79617524147034, -3.1197450160980225, -17.861065471244025, -1, -1, -1, -1
298, -116.21789216995239, -4.007513523101807, -29.014217417325643, -1, -1, -1, -1
299, -36.94307518005371, -5.277582168579102, -21.218224843929747, -1, -1, -1, -1
300, -56.33710861206055, -5.121555328369141, -25.7051160037067, -1, -1, -1, -1
301, -33.422889709472656, -4.177861213684082, -18.005712619826504, -1, -1, -1, -1
302, -32.95375156402588, -4.70767879486084, -18.92696010628875, -1, -1, -1, -1
303, -38.262187480926514, -3.4783806800842285, -17.458012879671234, -1, -1, -1, -1
304, -28.065699100494385, -4.009385585784912, -16.11951119428983, -1, -1, -1, -1
305, -27.386674880981445, -3.912382125854492, -15.729514192311003, -1, -1, -1, -1
306, -20.041492462158203, -2.5051865577697754, -10.79683285565117, -1, -1, -1, -1
307, -26.85659098625183, -3.836655855178833, -15.42506094336784, -1, -1, -1, -1
308, -47.503488302230835, -3.6541144847869873, -19.725521705917583, -1, -1, -1, -1
309, -63.18553304672241, -3.325554370880127, -20.843452675388086, -1, -1, -1, -1
310, -40.95923614501953, -2.5599522590637207, -15.034791624122207, -1, -1, -1, -1
311, -39.14554214477539, -5.592220306396484, -22.4832099335853, -1, -1, -1, -1
312, -82.79009675979614, -3.76318621635437, -24.854691623942113, -1, -1, -1, -1
313, -43.25703048706055, -3.604752540588379, -18.802628519296352, -1, -1, -1, -1
314, -47.73628616333008, -2.98351788520813, -17.522424315581524, -1, -1, -1, -1
315, -72.55302429199219, -4.534564018249512, -26.631834589586656, -1, -1, -1, -1
316, -69.13882970809937, -2.3840975761413574, -17.260759076552006, -1, -1, -1, -1
317, -39.69952392578125, -4.962440490722656, -21.38708607080588, -1, -1, -1, -1
318, -74.12809228897095, -4.360476016998291, -26.21595477658822, -1, -1, -1, -1
319, -33.63862228393555, -4.204827785491943, -18.121932933877126, -1, -1, -1, -1
320, -55.599167346954346, -3.706611156463623, -21.220972932218693, -1, -1, -1, -1
321, -106.57210540771484, -3.8061466217041016, -27.24917725968364, -1, -1, -1, -1
322, -33.71236705780029, -4.816052436828613, -19.362670291175714, -1, -1, -1, -1
323, -52.3546085357666, -4.362884044647217, -22.757092765895376, -1, -1, -1, -1
324, -50.84567928314209, -4.6223344802856445, -23.199523661401305, -1, -1, -1, -1
325, -74.8034873008728, -4.400205135345459, -26.454813278697365, -1, -1, -1, -1
326, -23.40557098388672, -2.340557098388672, -11.245201280013259, -1, -1, -1, -1
327, -112.19399356842041, -4.3151535987854, -30.15791080024945, -1, -1, -1, -1
328, -28.619885444641113, -4.7699809074401855, -17.62279313448732, -1, -1, -1, -1
329, -40.59520244598389, -4.059520244598389, -19.503955824117604, -1, -1, -1, -1
330, -57.21682071685791, -5.721682071685791, -27.489808559101196, -1, -1, -1, -1
331, -36.03646516799927, -4.004051685333252, -18.296193977059502, -1, -1, -1, -1
332, -37.85082292556763, -5.407260417938232, -21.739589014941796, -1, -1, -1, -1
